,Year,Month,Day,Hour,Minute,Temperature.daily.mean..2.m.above.gnd.,Relative.Humidity.daily.mean..2.m.above.gnd.,Mean.Sea.Level.Pressure.daily.mean..MSL.,Total.Precipitation.daily.sum..sfc.,Snowfall.amount.raw.daily.sum..sfc.,Total.Cloud.Cover.daily.mean..sfc.,High.Cloud.Cover.daily.mean..high.cld.lay.,Medium.Cloud.Cover.daily.mean..mid.cld.lay.,Low.Cloud.Cover.daily.mean..low.cld.lay.,Sunshine.Duration.daily.sum..sfc.,Shortwave.Radiation.daily.sum..sfc.,Wind.Speed.daily.mean..10.m.above.gnd.,Wind.Direction.daily.mean..10.m.above.gnd.,Wind.Speed.daily.mean..80.m.above.gnd.,Wind.Direction.daily.mean..80.m.above.gnd.,Wind.Speed.daily.mean..900.mb.,Wind.Direction.daily.mean..900.mb.,Wind.Gust.daily.mean..sfc.,Temperature.daily.max..2.m.above.gnd.,Temperature.daily.min..2.m.above.gnd.,Relative.Humidity.daily.max..2.m.above.gnd.,Relative.Humidity.daily.min..2.m.above.gnd.,Mean.Sea.Level.Pressure.daily.max..MSL.,Mean.Sea.Level.Pressure.daily.min..MSL.,Total.Cloud.Cover.daily.max..sfc.,Total.Cloud.Cover.daily.min..sfc.,High.Cloud.Cover.daily.max..high.cld.lay.,High.Cloud.Cover.daily.min..high.cld.lay.,Medium.Cloud.Cover.daily.max..mid.cld.lay.,Medium.Cloud.Cover.daily.min..mid.cld.lay.,Low.Cloud.Cover.daily.max..low.cld.lay.,Low.Cloud.Cover.daily.min..low.cld.lay.,Wind.Speed.daily.max..10.m.above.gnd.,Wind.Speed.daily.min..10.m.above.gnd.,Wind.Speed.daily.max..80.m.above.gnd.,Wind.Speed.daily.min..80.m.above.gnd.,Wind.Speed.daily.max..900.mb.,Wind.Speed.daily.min..900.mb.,Wind.Gust.daily.max..sfc.,Wind.Gust.daily.min..sfc.,pluie.demain
2407,2017,1,1,0,0,3.51,62.67,1026.65,0,0,0,0,0,0,574.44,1803.14,5.78,122.33,5.44,156.28,37.14,254.55,9.48,5.61,1.65,75,54,1032.4,1022.4,0,0,0,0,0,0,0,0,9.2,0.36,9.59,1.14,48.36,19.01,17.64,0.36,TRUE
2409,2017,1,3,0,0,0.2,80.38,1031.12,0,0,41.09,0.29,0.08,41,507.5,1819.16,4.38,217.34,5.33,221.81,12.41,142.56,7.62,2.96,-2.55,94,65,1033.7,1029,100,0,6,0,2,0,100,0,11.89,1.02,19.73,0.8,31.07,4.9,24.12,2.16,TRUE
2411,2017,1,5,0,0,-0.25,77.83,1030.17,0.5,0,50.67,0,0,50.67,288.67,1663.41,15.87,242.01,19.9,245.88,41.82,100.38,26.25,1.61,-4.44,86,67,1038.2,1023.3,100,0,0,0,0,0,100,0,26.58,3.22,34.51,5.01,65.48,11.59,40.32,10.8,FALSE
2413,2017,1,7,0,0,-2.88,57.67,1036.99,0,0,64.42,9.58,46.58,50.5,84.89,1704.35,13.26,168.3,16.86,166.9,13.14,188.38,17.59,0.75,-6.28,81,42,1040,1034.2,100,0,39,0,100,0,100,0,19.47,1.44,25.07,1.48,27.69,3.1,26.28,3.96,TRUE
2417,2017,1,11,0,0,3.21,84,1016.6,0.3,0,74.21,0,6.92,70.08,166.33,1580.64,22.87,250.71,30.5,257.98,46.1,270.3,32.66,6.46,-1.3,100,62,1019.7,1012.8,100,0,0,0,99,0,100,0,40.84,7.73,51.37,13.28,91.1,9.79,57.96,11.52,TRUE
2419,2017,1,13,0,0,2.62,75.58,1005.2,1.7,0.63,60.04,0,45.96,46.71,187.58,1472.06,42.98,264.99,52.57,265.75,76.7,275.64,54.31,8.49,0.36,89,66,1009,995.9,100,0,0,0,100,0,100,0,59.4,21.65,72,31.35,113.73,47.35,76.32,31.68,TRUE
2421,2017,1,15,0,0,-0.15,84.92,1022.57,4.4,2.38,71.79,1.21,24.12,69.21,86.17,1231.76,18.15,280.57,21.1,290.53,23.82,302.79,20.76,2.08,-1.7,95,65,1024.6,1018,100,1,14,0,100,0,100,0,34.21,3.22,40.58,2.6,58.15,7.97,39.96,3.24,TRUE
2423,2017,1,17,0,0,-2.29,67,1032.2,0,0,19.12,0,0,19.12,526.44,2119.98,19.75,47.11,25.42,50.72,48.36,78.96,29.47,0.35,-4.71,78,54,1034.3,1029.9,100,0,0,0,0,0,100,0,34.15,3.67,41.85,10.46,83.92,16.7,47.16,10.08,FALSE
2425,2017,1,19,0,0,-2.01,73.46,1034.25,0,0,0.83,0,0,0.83,539.14,2211.65,7.6,58.64,10.03,63.27,46.81,89.21,20.94,1.37,-4.47,86,64,1036.8,1032.2,8,0,0,0,0,0,8,0,13.55,4.68,16.74,4.84,65.18,27.61,28.8,14.04,FALSE
2427,2017,1,21,0,0,-1.05,79,1031.32,0,0,0,0,0,0,548.07,2255.26,10.52,117.7,17.21,116.09,6.21,161.78,10.23,2.43,-3.88,87,71,1033.5,1028.7,0,0,0,0,0,0,0,0,17.23,5.15,24.16,7.93,12.98,1.44,19.44,5.76,FALSE
2431,2017,1,25,0,0,-2.93,77.21,1028.23,0,0,9.04,0,0.58,9.04,473.59,2395.88,6.01,94.91,7.85,95.53,25.23,102.1,12.27,0.18,-5.36,91,67,1030.1,1026.3,100,0,0,0,14,0,100,0,14,0.51,24.57,0.51,35.4,9.73,19.44,4.68,FALSE
2435,2017,1,29,0,0,5.31,81.33,1023.13,0,0,68.45,25.71,34.38,59.71,114.29,2200.08,7.31,192.22,9.24,221.33,18.29,254.56,15.68,9.38,2.65,91,69,1024.9,1021.2,100,2.7,100,0,100,0,100,0,10.66,3.24,15.99,4.1,36.32,9,23.04,6.84,TRUE
2437,2017,1,31,0,0,8.15,89.83,1015.35,16.7,0,99.92,3.42,87.71,99.92,0,381.81,8.77,248.15,15.23,256.41,51.29,272.23,20.97,10.15,5.61,94,84,1017.5,1014,100,98,19,0,100,6,100,98,15.95,3.6,26.76,8.31,61.94,40.45,30.96,12.6,TRUE
2439,2017,2,2,0,0,8.67,77,1012.37,0,0,51.04,39.71,46.33,8.92,287,2373.63,13.06,126.07,18.23,144.83,31.09,213.5,18.57,13.12,2.47,97,67,1016.2,1008.2,100,4.2,100,0,100,0,100,0,20.61,7.59,25.76,9.42,56.13,18.13,33.12,7.92,TRUE
2441,2017,2,4,0,0,5.6,78.42,1004.04,4.1,0,69.07,33.08,53.25,51.17,47.23,1325.21,25.38,188.21,33.71,195.13,59.51,225.26,38.43,9.33,1.69,93,62,1009.8,996.9,100,0,100,0,100,0,100,0,50.05,9.51,63.07,12.22,97.31,32.2,64.8,18.36,TRUE
2443,2017,2,6,0,0,4.82,88.71,1013.19,5.7,0,84.75,14.46,46.04,84.75,89.19,2199.19,9.46,310.89,13.56,316.89,23.4,113.66,14.89,7.3,3.09,97,77,1019.8,1003.1,100,0,100,0,100,0,100,0,17.28,0.72,19.86,4.8,37.11,13.28,23.04,6.12,TRUE
2445,2017,2,8,0,0,4.98,86.5,1019.88,1.8,0,92.42,40.5,69.62,91.79,0,1844.97,10.89,254.84,16.11,243.56,20.32,213.37,14.67,7.23,3.34,95,73,1023.9,1017.1,100,24,100,0,100,5,100,9,14.47,6.3,22.21,9.5,29.81,9.42,21.24,9.72,FALSE
2447,2017,2,10,0,0,3.33,77.71,1020.3,0,0,91.71,14.25,53.25,83.29,60.64,2270.39,11.39,105.65,16.53,109.82,9.89,190.98,14.77,8.62,-0.04,88,62,1021.6,1018.8,100,39,81,0,100,0,100,0,17.65,4.39,24.48,4.1,18.9,2.16,25.92,3.96,FALSE
2451,2017,2,14,0,0,4.81,80.38,1029.99,0,0,3,0,1.21,2.54,616.07,3181.75,12.97,129.97,19.63,113.68,14.2,239.14,9.97,11.04,-0.27,95,58,1035.5,1025.5,28,0,0,0,28,0,17,0,24.34,1.14,33.99,3.6,39.07,3.88,17.28,3.6,FALSE
2453,2017,2,16,0,0,9.59,68.04,1035.13,0,0,26.87,4.75,24.12,20.29,466,3259.18,4.7,174.7,6.5,180.32,10.23,257.99,6.43,14.3,4.6,81,61,1038,1030.9,100,0,41,0,100,0,100,0,7.75,1.02,14.58,0.51,23.86,5.6,14.04,2.16,TRUE
2455,2017,2,18,0,0,6.88,76.33,1029.15,0,0,40.38,4.04,8.46,40.38,488.3,3435.4,6.06,113.56,8.21,123.27,11.49,144.74,8.74,10.73,3.12,93,58,1031.9,1025.6,100,0,35,0,40,0,100,0,11.01,0.51,23.47,1.48,20.81,0.72,14.4,1.08,FALSE
2457,2017,2,20,0,0,7.5,74.62,1024.82,1,0,90.26,4.88,28.21,90.17,58.09,2152.91,10.97,244.55,16.26,258.66,34.05,271.75,20.04,11.42,3.44,86,58,1026.1,1023.3,100,4.2,28,0,100,0,100,2,19.92,6.41,22.15,11.09,53.67,25.54,27.72,13.32,TRUE
2459,2017,2,22,0,0,10.48,72.04,1017.68,0,0,95.25,53.71,85.5,34.92,61.28,3147.04,22.74,259.8,29.96,259.75,58.7,264.88,35.65,13.29,8.21,82,57,1020,1015.1,100,49,100,17,100,29,100,0,31.34,15.26,37.48,22.77,70.36,44.33,46.08,25.56,TRUE
2461,2017,2,24,0,0,5.87,75.08,1013.07,3.7,0,94.54,36.08,45.46,86.92,12.13,1883.24,20.62,289.25,25.44,290.2,38.12,299.49,27.01,9.82,3.61,88,64,1020.4,1005.8,100,0,100,0,100,0,100,0,33.14,3.6,42.5,5.82,75.7,19.35,48.24,8.28,FALSE
2463,2017,2,26,0,0,8.04,54.83,1018.17,0,0,70.38,58.88,70.38,0,97.28,2816.85,6.75,196.45,8.14,223.46,34.2,262.09,17.4,14.24,3.07,66,46,1020.9,1014.9,100,0,100,0,100,0,0,0,11.97,2.6,14.12,3.32,47.83,19.35,22.68,12.24,FALSE
2467,2017,3,2,0,0,9.24,64.58,1016.34,2.2,0,43.38,32.33,38.62,34.12,575.81,4061.07,25.64,250.8,32.82,256.11,57.11,262.95,36.4,11.2,5.99,83,45,1021.3,1009.9,100,0,100,0,100,0,100,0,40.85,5.86,53.32,2.88,101.22,12.57,56.16,10.08,FALSE
2469,2017,3,4,0,0,8.06,69.25,997.74,0.2,0,54.75,57.75,50.04,0.92,117.61,2892.5,19.17,159.22,30.19,161.37,34.75,185.11,28.53,14.71,2.32,91,42,1004.9,988.3,100,0,100,0,100,0,11,0,35.46,8.23,46.09,8.56,77.35,4.1,61.92,8.64,TRUE
2473,2017,3,8,0,0,6.03,75.79,1024.72,4.3,0,64.99,56.54,62.5,45.08,20.4,1859.21,10,191.76,14.28,196.69,30.52,253.71,17.52,10.61,1.41,86,52,1026.7,1022.5,100,0,100,0,100,0,100,0,21.75,4.2,31.31,1.48,62.07,10.31,32.76,6.12,TRUE
2475,2017,3,10,0,0,8.81,75,1028.18,0,0,27.95,11.5,5.12,26.29,623.15,4661.82,9.09,266.24,13.43,259.88,14.62,254.83,13.06,11.89,5.9,97,49,1030.3,1026.5,100,0,26,0,36,0,100,0,17.64,1.02,26.28,3.83,41.94,1.44,28.8,5.76,FALSE
2479,2017,3,14,0,0,10.01,60.96,1032.48,0,0,37.63,20.04,36.75,0,392.05,4615.54,5.45,222.05,8.14,187.65,9.95,154.93,9.53,15.32,5.53,72,53,1034.2,1030.3,100,0.3,100,1,100,0,0,0,11.63,0.72,15.89,2.28,22.61,3.4,19.44,1.8,FALSE
2481,2017,3,16,0,0,11.11,78.25,1026.93,0,0,7.75,0,0,7.75,716.93,4838.93,4.41,138.46,5.25,105.31,17.12,107.47,10.05,17.8,4.6,96,57,1031.4,1021.8,100,0,0,0,0,0,100,0,7.57,0.8,9.45,1.3,25.29,10.03,19.08,2.52,FALSE
2485,2017,3,20,0,0,12.18,77.5,1015.52,0,0,75.79,11.96,13.71,70.38,174.26,3974.74,13.73,273.85,18.47,273.51,35.71,266.85,23.94,16.02,9.74,94,55,1018.1,1011.9,100,2,78,0,95,0,100,0,21.24,5.86,24.19,9.5,53.32,24.13,27.36,17.64,TRUE
2487,2017,3,22,0,0,8.28,81.71,1014.33,3.8,0,95.54,44.38,83.29,81.17,60.64,3519.06,8.2,178.16,9.91,170.75,16.72,92.82,12.31,12.08,4.84,95,64,1017,1011.4,100,36,100,0,100,0,100,1,13.09,4.33,17.91,3.32,26.34,9.03,21.96,6.12,TRUE
2489,2017,3,24,0,0,12.31,78.08,1021.74,0,0,84.51,78.75,81.46,32.12,35.49,3508.38,7.73,200.65,10.89,199.51,26.02,128.14,14.01,17.62,8.48,93,59,1024.2,1016.8,100,3.9,100,13,100,0,100,0,14.8,1.14,21.79,0.72,42.14,8.31,19.8,3.6,FALSE
2491,2017,3,26,0,0,9.14,76.38,1024.66,0,0,67.44,1.04,0.42,67.12,104.38,3301.9,6.47,230.01,10.16,247.32,18.17,207.52,11.72,12.26,6.67,90,62,1027.7,1022.5,100,0,11,0,10,0,100,0,12.1,2.55,24.63,1.61,41.44,1.02,24.48,2.88,FALSE
2493,2017,3,28,0,0,13.82,61.75,1027.62,0.1,0,13.11,2.88,0,12.46,634.63,5043.63,8,233.59,9.28,242.41,15.49,255.32,10.53,18.86,9.6,72,48,1030.3,1025,100,0,16,0,0,0,100,0,14.4,2.97,17.77,1.94,29.17,0.72,18.36,2.88,FALSE
2495,2017,3,30,0,0,14.68,65.08,1027.03,0,0,5.42,18.08,0.25,0,770.61,5672.86,9.63,116.66,14.03,115.35,19.21,111.99,15.18,21.09,7.98,85,47,1030,1023.1,8.7,2.1,29,7,3,0,0,0,16.6,4.84,20.14,10.46,26.48,9.18,22.68,6.48,FALSE
2499,2017,4,3,0,0,12.85,80.46,1023.8,2.7,0,75.96,0.04,3,75.96,224.6,3714.86,5.32,226.7,6.46,165.32,14.17,67.53,9.81,16.38,9.51,97,63,1025.3,1022.8,100,0,1,0,68,0,100,0,14.46,0.36,16.06,1.14,28.12,4.32,18,5.04,TRUE
2501,2017,4,5,0,0,10.57,71.83,1023.27,0.1,0,64.42,14.12,30.54,42.58,332.32,5222.52,7.51,146.91,10.51,130.59,19.31,47.53,13.12,15.41,6.63,90,52,1025,1021.8,100,0,100,0,100,0,100,0,18.79,0.8,23.31,0.36,30.08,7.09,22.68,3.96,FALSE
2503,2017,4,7,0,0,9.85,65.75,1025.79,0,0,3.98,0.33,0,3.88,732.79,6120.53,6.52,266.68,8.59,202.91,13.27,137.52,10.59,16.2,3.77,79,50,1027.9,1023,36,0,8,0,0,0,36,0,15.14,0,21.29,0.36,22.01,8.47,20.16,1.08,FALSE
2505,2017,4,9,0,0,16.19,69.79,1023.15,0,0,5.42,0,0,5.42,672.46,6129.43,3.66,222.12,4.64,235.38,11.92,242.93,6.22,22.46,9.26,98,46,1025.1,1021.3,100,0,0,0,0,0,100,0,6.64,1.48,9.83,1.48,18.78,6.62,10.44,2.16,TRUE
2507,2017,4,11,0,0,11.02,72.96,1024.14,0,0,65.17,15.25,6.29,64.62,290,5151.32,13.34,264.3,17.31,244.56,13.99,134.56,15.93,14.15,7.7,90,56,1025.6,1022.1,100,1.2,100,0,100,0,100,0,19.39,2.1,25.57,6.49,33.91,5.86,27,7.2,FALSE
2509,2017,4,13,0,0,12.11,68.46,1017.49,0,0,25.19,3.58,0.04,24.71,466.61,4729.46,13.41,249.2,17.79,263.76,31.04,291.05,21.4,15.27,8.11,84,54,1018.3,1016.6,100,0,20,0,1,0,100,0,25.57,0.51,27.4,2.6,44.21,13.32,29.52,5.04,FALSE
2511,2017,4,15,0,0,11.56,73.46,1018.81,5.4,0,90.65,44.38,71.12,82.71,0,3133.69,13.61,251.95,17,271.4,28.44,282.3,20.61,14.59,8.09,85,60,1020.9,1018.2,100,8.4,100,0,100,0,100,0,21.96,4.33,26.93,4.39,39.95,15.39,25.92,9.36,TRUE
2515,2017,4,19,0,0,3.41,67.92,1030.94,2.3,0,82.42,0,10.08,82.42,90.64,3128.35,18.62,149.76,22.93,136.54,31.22,43.87,22.5,6.75,-0.38,95,43,1035,1028.4,100,10,0,0,100,0,100,10,29.74,5.99,32.43,11.72,49.39,22.9,30.6,15.12,FALSE
2519,2017,4,23,0,0,8.73,69.17,1024.44,0,0,43.07,1.21,0,42.71,523.91,6316.33,10.52,310.64,13.98,267.78,15.37,123.49,13.3,12.54,5.58,93,44,1025.9,1022.9,100,0,7,0,0,0,100,0,19.83,1.14,25.2,1.14,28.1,3.32,24.12,5.04,FALSE
2521,2017,4,25,0,0,10.35,80.71,1008.7,15.3,0,90.42,61.33,83.5,75.83,49.79,1566.4,11.04,217.99,13.88,226.21,32.4,221.94,21.66,13.83,4.27,93,67,1010.1,1007.7,100,10,100,2,100,10,100,0,22.15,1.44,28.12,1.8,52.92,8.76,45.36,9.36,TRUE
2523,2017,4,27,0,0,6.54,81.58,1013.13,3.8,0,100,6.08,80.83,92.75,0,3024.22,13.83,331.35,16.77,318.34,17.73,110.58,14.39,9.19,4.32,96,63,1014.9,1011.9,100,100,35,0,100,0,100,17,21.24,6.52,27,7.34,41.39,3.96,28.44,7.56,TRUE
2525,2017,4,29,0,0,8.88,62.62,1017.91,0,0,6.21,0,0,6.21,924.58,7345.17,8.52,137.09,10.3,154.44,14.43,172.39,11.88,14.86,2.31,82,42,1020.4,1014.8,100,0,0,0,0,0,100,0,14.49,1.61,21.49,2.55,27.42,1.3,20.52,0.72,FALSE
2527,2017,5,1,0,0,8.92,69.08,1013.25,3.2,0,91.71,16,83.58,79.67,43.4,2665.55,15.32,241.76,20.47,241.61,35.97,263.77,22.64,11.05,5.76,81,58,1017.7,1006.8,100,23,100,0,100,6,100,7,25.15,1.53,32.28,3.32,52.56,14.59,38.52,12.96,TRUE
2529,2017,5,3,0,0,11.12,69.83,1018.46,0.2,0,64.67,19.12,46.96,48,424.76,5396.96,5.45,283.68,7.71,292.75,8.68,292.89,9.24,14.58,7.68,86,56,1019.8,1016.6,100,10,100,0,100,0,100,0,8.79,2.55,14.87,2.55,16.17,3.42,18,3.24,TRUE
2531,2017,5,5,0,0,13.22,70.42,1017.2,0.2,0,35.55,5.62,8.5,31.58,691.03,7332.71,8.02,139.66,10.77,153.82,14.23,161.55,10.94,18.83,8.65,92,45,1019.7,1013.9,100,0,100,0,100,0,100,0,15.88,1.08,23.8,1.08,43.32,0.72,19.8,2.16,TRUE
2533,2017,5,7,0,0,12.87,77.62,1015.03,2.1,0,90.94,29.08,52.96,89.83,127.28,4511.41,22.65,264.55,28.32,264.75,44.62,282.66,28.73,15.47,10.86,90,64,1017,1013.2,100,6.6,100,0,100,0,100,0,28.46,16.39,33.64,24.59,71,32.27,34.92,23.76,TRUE
2535,2017,5,9,0,0,10.47,71.83,1017.02,0,0,79.58,0,0,79.58,162.89,6810.28,9.47,165.28,11.56,150.51,12.08,59.07,12.76,14.5,6.63,89,51,1020,1012.8,100,0,0,0,0,0,100,0,16.56,1.44,19.8,5.32,23.8,6.3,19.08,6.84,FALSE
2539,2017,5,13,0,0,15.72,71.75,1012.63,3.6,0,71.67,18.83,48.92,63.58,321.63,4298.7,9.21,229.34,11.32,244.82,22.78,267.73,15.88,20.2,11.64,90,55,1018.3,1007.8,100,0,100,0,100,0,100,0,16.24,2.55,18.25,3.32,34.11,11.59,22.68,8.64,TRUE
2543,2017,5,17,0,0,20.49,58.79,1019.52,0,0,3.15,5.75,1.58,0,817.09,7768.81,9.9,112.24,14.36,116.89,12.89,139.78,13.06,27.08,13.81,74,38,1025,1014,21,0,22,0,21,0,0,0,15.11,4.68,23.28,5.99,25.15,4.9,24.84,3.6,FALSE
2545,2017,5,19,0,0,11.63,81.5,1014.35,8,0,82.62,11.5,60,75.17,112.34,2299.76,13.7,240.61,17.31,245.67,29.66,268.09,18.75,17.48,8.08,88,75,1019.4,1009.6,100,10,83,0,100,0,100,0,29.24,0.8,35.73,1.14,46.76,13.55,32.4,1.8,TRUE
2547,2017,5,21,0,0,14.91,63,1023.74,0,0,9.67,1.5,0,9.33,848.46,7970.84,9.86,148.38,11.35,160.67,21.19,93.77,13.38,20.99,8.53,86,37,1026.7,1020.2,100,0,10,0,0,0,100,0,17.64,0.36,22.68,0.36,37.46,2.9,23.4,0.72,FALSE
2549,2017,5,23,0,0,19.78,60.42,1017.97,0.5,0,39.8,50.46,36.29,7.08,505.93,6974.04,10.34,243.5,11.56,254.75,19.35,286.77,14.67,24.33,14.07,73,48,1020.2,1016.5,100,4,100,0,100,0,50,0,19.47,1.44,21.58,0.36,23.71,9.69,21.96,5.4,FALSE
2551,2017,5,25,0,0,17.97,72.42,1019.81,0,0,28.92,33.75,0,23.79,522.81,6719.5,6,119.85,7.58,149.01,16.52,53.14,13.22,22.61,13.06,94,57,1021.1,1018,100,0,100,0,0,0,100,0,13.14,0,24.5,0.36,35.87,3.71,23.4,4.32,FALSE
2553,2017,5,27,0,0,21.1,62.33,1017.71,0,0,0,0,0,0,876.95,8047.38,6.99,176.49,10.97,178.28,10.71,185.89,10.28,28.08,13.34,81,43,1018.7,1016.9,0,0,0,0,0,0,0,0,12.78,0,23.93,1.3,38.32,1.14,24.84,0.72,FALSE
2555,2017,5,29,0,0,24.99,52.46,1013.82,0.1,0,20.07,17.96,18.33,4.58,763.67,7526.73,5.25,230.46,5.68,231.6,5.66,224.91,6.33,29.81,19.6,76,38,1016.1,1012,100,0,100,0,100,0,68,0,8.91,1.02,8.65,1.94,9.26,2.52,14.04,1.08,TRUE
2557,2017,5,31,0,0,20.34,74.25,1018.8,1.3,0,45.63,10,21.83,44.62,366.47,4655.59,3.56,133.36,4.59,136.54,4.74,227.92,6.2,24.84,15.61,94,55,1019.4,1018.3,100,0,34,0,77,0,100,0,11.53,0.36,12.24,0.8,12.14,0.36,11.88,1.44,TRUE
2559,2017,6,2,0,0,20.91,66.38,1016.38,0.5,0,11.1,0.21,7.04,7.12,753.66,5558.94,4.03,170.26,4.54,176.01,6.11,245.11,5.55,25.68,16,83,49,1017.8,1014.8,52,0,5,0,52,0,52,0,8.71,0.72,8.67,0.72,14.21,0.72,10.8,1.08,TRUE
2561,2017,6,4,0,0,17.2,71.21,1014.33,17.7,0,66.03,52.04,48.75,59.58,398.28,6192.62,16.45,257.41,20.54,245.36,26.69,260.69,21.81,20.76,12.9,95,46,1017.2,1010.1,100,0,100,0,100,0,100,0,40.04,3.42,52.42,3.32,90.12,9.73,58.32,11.16,FALSE
2563,2017,6,6,0,0,15.07,68.75,1007.88,2.7,0,50.48,11.08,37.79,40.62,353.78,5125.51,20.21,215.67,27.85,220.43,44.14,248.63,31.78,18.83,11.35,92,46,1013.6,1003.8,100,0,100,0,100,0,100,0,31.49,10.51,37.8,16.3,71.23,16.87,41.76,13.32,TRUE
2565,2017,6,8,0,0,17.26,57.5,1017.39,0,0,21.38,28.75,18.21,0,667.66,8200.46,9.8,124.51,11.94,132.55,10.75,180.57,11.81,25.34,9.03,80,38,1021.8,1013.1,100,0,100,0,100,0,0,0,14.11,6.21,22.6,5.51,22.35,6.29,20.52,6.84,TRUE
2567,2017,6,10,0,0,19.81,63.79,1018.45,0,0,10.1,13.75,0.21,8.46,849.95,7757.24,6.68,188.78,8.04,205.22,7.16,175.64,9.6,24.99,13.31,94,34,1019.7,1017.6,100,0,100,0,5,0,100,0,14.01,0.72,15.11,0.72,12.43,0.36,16.2,0.72,FALSE
2569,2017,6,12,0,0,22.83,70.12,1015.25,1.5,0,44,0.04,21.75,34.79,407.46,6071.58,11.64,253.77,14.63,277.1,28.33,278.5,18.99,27.22,18.6,79,61,1017.8,1013.3,100,0,1,0,100,0,100,0,22.45,3.24,24.64,4.02,36.64,14.57,29.16,10.8,FALSE
2573,2017,6,16,0,0,20.27,64.42,1019.15,0.3,0,28.72,32.92,7.04,20,651.11,7815.98,16.21,287.21,20.7,295.39,30.28,303.13,23.31,23.97,16.46,88,40,1022.5,1016,100,1.8,100,0,67,0,100,0,26.08,7.56,28.82,9.37,44.01,23.71,28.8,18.36,FALSE
2575,2017,6,18,0,0,19.84,63.5,1020.94,0,0,0.42,0,0,0.42,1022.21,8325.06,13.67,98.86,18.09,95.92,27.2,83.96,21.75,25.83,11.7,89,39,1023.8,1018.8,10,0,0,0,0,0,10,0,21.75,2.9,24.19,7.79,38.14,18.16,29.52,10.44,FALSE
2577,2017,6,20,0,0,26.41,56.12,1015.04,0,0,2.08,0,1.25,2.08,990.67,7945.92,7.43,210.8,7.67,225.68,16.31,269.35,9.73,31.44,20.95,73,35,1016.6,1013.5,10,0,0,0,10,0,10,0,15.48,0.72,16.62,0,29.87,9.61,19.08,0.72,FALSE
2579,2017,6,22,0,0,27.7,52.54,1013.24,1.2,0,11.15,9.58,10.42,5.25,800.91,7668.24,8.16,216.87,8.56,224.82,15.29,269.42,11.91,32.95,22.29,67,38,1014.4,1012,100,0,76,0,100,0,76,0,20.16,1.8,22.73,1.14,34.03,6.13,27,2.52,FALSE
2583,2017,6,26,0,0,22.81,61.58,1010.79,0.9,0,23.46,14.42,22.62,0.5,624.54,7643.32,5.28,163.84,5,161.18,8.9,174.29,6.76,29.1,15.83,82,44,1014.3,1007.2,100,0,100,0,100,0,10,0,8.43,1.02,7.95,1.61,18.81,1.14,13.32,1.8,TRUE
2585,2017,6,28,0,0,20.22,64.71,999.63,5.7,0,80.88,46.54,80.88,49.08,227.23,4765.95,11.57,224.1,16.49,225.23,28.12,232.51,24.68,22.45,15.27,85,53,1001.5,998,100,0,100,0,100,0,100,0,26.49,4.32,36.28,3.62,85.07,7.86,51.12,14.76,TRUE
2587,2017,6,30,0,0,16.41,62.62,1005.34,0.7,0,35.25,3.29,31.04,30.12,608.79,7311.35,15.27,214.35,18.64,227.2,39.68,243.33,29.06,22.61,9.94,85,37,1008.7,1003.5,100,0,33,0,100,0,100,0,33.35,3.88,39.46,3.6,56.56,18.44,42.48,14.76,TRUE
2591,2017,7,4,0,0,21.42,61,1018.33,0,0,6.08,0,0,6.08,932.03,8112.35,4.29,174.48,3.76,188.36,8.12,243.62,6.9,26.9,15.2,80,46,1020.3,1016.3,100,0,0,0,0,0,100,0,7.28,0,8.47,0.8,16.17,2.04,11.52,1.44,FALSE
2593,2017,7,6,0,0,26.11,54.46,1015.17,0,0,3.95,10.58,1.08,0,900.18,8037.59,4.41,128.05,6.27,124.05,4.6,182.02,6.47,32.06,19.53,77,33,1016.6,1014,30,0,100,0,22,0,0,0,9.09,0.36,15.94,0.36,8.09,1.61,12.24,2.52,TRUE
2597,2017,7,10,0,0,21.27,71.83,1008.98,2,0,66.63,29.33,58.67,57.21,417.45,5179.8,14.51,225.53,18.35,234.82,36.38,254.14,25.51,24.38,18.35,88,58,1011.9,1006.5,100,0,100,0,100,0,100,0,34.43,1.8,39.48,3.32,59.62,13.38,42.12,10.44,TRUE
2599,2017,7,12,0,0,20.36,68.58,1014.69,1,0,62.38,0,40.08,42.92,253.4,5242.99,17.5,217.53,20.98,238.16,41.66,265.7,27.65,25.94,15.66,89,44,1019.4,1011.8,100,0,0,0,100,0,100,0,31.28,3.83,36.15,3.26,52.39,25.98,42.84,11.88,FALSE
2601,2017,7,14,0,0,18.82,66.42,1018.21,3.5,0,54.08,11.29,10.79,54.08,544.56,4599.52,11.16,277.39,14.18,276.04,23.5,290.49,17.35,21.54,16.47,75,51,1019.4,1017.5,100,8,100,0,100,0,100,8,20.83,1.14,23.32,3.1,33.5,5.86,24.48,6.84,FALSE
2603,2017,7,16,0,0,19.87,57.54,1023.63,0,0,13.82,7.88,3.92,8.33,857.29,7879.17,6.42,90.25,9.62,113.51,7.08,108.95,9.33,25.51,13.1,78,39,1025.1,1021.7,100,0,42,0,92,0,100,0,12.59,2.62,16.3,3.42,10.83,3.89,14.4,4.68,FALSE
